crash_id,location_id
20223045,L979
20223045,L979
20221135,L980
20223271,L428
20223271,L428
20223108,L981
20221109,L282
20223173,L64
20223123,L763
20226027,L982
20223253,L161
20223174,L161
20224019,L240
20223023,L671
20227028,L963
20221166,L983
20223107,L268
20223239,L14
20223148,L136
20221143,L106
20221248,L259
20221194,L605
20223046,L155
20223093,L433
20221112,L429
20223058,L218
20221012,L984
20221015,L985
20223201,L177
20221202,L395
20221061,L875
20224062,L986
20224062,L986
20224062,L986
20221047,L987
20221009,L988
20223090,L213
20221150,L186
20223163,L140
20223199,L66
20223163,L140
20221082,L712
20223181,L102
20224055,L989
20223206,L531
20224032,L880
20222052,L95
20221262,L255
20222106,L458
20226038,L990
20223272,L292
20222098,L991
20224002,L876
20221087,L447
20222108,L780
20223062,L645
20224013,L992
20222182,L834
20223051,L993
20221233,L488
20221105,L994
20226040,L236
20221078,L255
20223219,L995
20222012,L780
20223091,L533
20222013,L374
20222016,L306
20223074,L390
20223071,L102
20223071,L102
20221013,L996
20221086,L997
20223099,L66
20223158,L998
20221189,L572
20223078,L978
20226034,L713
20221103,L999
20222004,L316
20224054,L1000
20223150,L534
20221181,L307
20221215,L891
20223113,L66
20223018,L1001
20223223,L234
20221040,L421
20222023,L719
20221042,L447
20223010,L709
20223012,L115
20222220,L1002
20221031,L1003
20222015,L258
20223028,L190
20222196,L503
20221081,L402
20221188,L511
20221173,L271
20221131,L1004
20222159,L802
20223052,L531
20223052,L531
20223138,L276
20222031,L698
20223064,L661
20222121,L636
20227002,L1005
20223198,L1006
20223101,L1007
20223101,L1007
20221110,L233
20222177,L306
20221116,L71
20226041,L1008
20221161,L1009
20224037,L1010
20222036,L536
20221011,L1011
20223065,L396
20221205,L530
20224025,L1012
20223029,L276
20223220,L485
20222051,L636
20221074,L1013
20223131,L218
20222157,L323
20226044,L990
20226044,L990
20227017,L1014
20223248,L1015
20223044,L190
20227040,L354
20222163,L1016
20222217,L243
20223024,L633
20221175,L1017
20222207,L970
20224012,L135
20221052,L1018
20222178,L86
20221191,L361
20221051,L695
20221051,L695
20223050,L464
20221234,L282
20222068,L843
20226023,L649
20221002,L996
20222126,L490
20222102,L1019
20221176,L48
20226011,L1020
20221037,L1021
20222139,L452
20228002,L193
20222211,L406
20221077,L924
20223059,L27
20223129,L263
20228009,L617
20228009,L617
20223252,L1022
20224044,L1023
20222032,L843
20223146,L464
20221102,L1024
20228007,L193
20228007,L193
20228007,L193
20221245,L122
20221240,L477
20223055,L218
20223258,L1025
20223164,L376
20221199,L71
20221016,L614
20222205,L495
20222103,L1026
20223152,L1027
20224065,L1028
20221080,L15
20221008,L1029
20222142,L1030
20222019,L427
20223246,L1031
20223135,L601
20222180,L1032
20221017,L1033
20223166,L949
20222111,L195
20222135,L1034
20221152,L48
20223162,L190
20221225,L602
20226005,L1035
20223208,L66
20221230,L672
20226007,L1036
20223005,L531
20223003,L796
20221132,L92
20221094,L19
20221094,L19
20222021,L1037
20223209,L1038
20221195,L282
20221026,L71
20221192,L1039
20222073,L563
20221163,L212
20223016,L29
20222204,L300
20224007,L673
20223249,L1038
20226006,L1040
20221126,L415
20221107,L476
20223226,L1041
20223002,L796
20222191,L849
20221097,L665
20223214,L1042
20222040,L1043
20223075,L428
20223073,L314
20221210,L950
20221210,L950
20222037,L1044
20224061,L28
20222184,L629
20223139,L190
20221180,L247
20224041,L876
20222190,L191
20222101,L434
20227025,L354
20221067,L56
20223034,L387
20222006,L1045
20221190,L162
20222104,L200
20221106,L175
20223068,L218
20221250,L1046
20221141,L1047
20226026,L30
20221162,L361
20222120,L1048
20223217,L230
20222014,L1049
20222109,L948
20222166,L1050
20222131,L440
20223154,L204
20222225,L251
20221174,L757
20224036,L986
20223031,L1051
20223221,L66
20221140,L1052
20222169,L1053
20221237,L685
20221060,L456
20222090,L1054
20222176,L458
20222214,L252
20221243,L694
20222208,L366
20223118,L294
20222172,L629
20221127,L1055
20222183,L518
20223153,L127
20221244,L1056
20221244,L1056
20221244,L1056
20221244,L1056
20221244,L1056
20221133,L1057
20224026,L76
20222199,L452
20224038,L176
20224051,L880
20223228,L1038
20221025,L129
20223025,L119
20223147,L131
20223039,L376
20222192,L89
20222215,L345
20223061,L313
20223170,L148
20223170,L148
20221054,L1058
20221096,L1059
20221235,L588
20222047,L187
20221010,L656
20222195,L1060
20222195,L1060
20223117,L633
20222233,L1061
20223121,L204
20222119,L636
20228003,L103
20227018,L1062
20227018,L1062
20221217,L1063
20221089,L1064
20226042,L826
20223042,L60
20227038,L1065
20223114,L653
20224053,L1066
20222231,L1067
20223264,L96
20226016,L1068
20226016,L1068
20226016,L1068
20222164,L246
20221118,L307
20223086,L438
20224043,L1069
20223265,L150
20223180,L26
20221168,L1070
20223100,L653
20221239,L1071
20221092,L259
20223202,L269
20222005,L551
20224008,L1072
20223241,L5
20227009,L1073
20222071,L1074
20227031,L1005
20223097,L1075
20224056,L1076
20221232,L1077
20222224,L195
20224057,L135
20221256,L1078
20223238,L829
20222003,L1079
20227037,L1080
20227012,L1081
20223256,L1082
20222140,L275
20221055,L1083
20222152,L716
20221098,L461
20223076,L829
20222044,L441
20222216,L86
20223171,L355
20223015,L1084
20223191,L245
20223115,L245
20223004,L892
20222232,L459
20223218,L560
20222197,L295
20221255,L126
20222029,L698
20223125,L396
20223222,L254
20223203,L918
20223111,L606
20221212,L417
20224066,L816
20222223,L366
20226015,L826
20223008,L887
20222181,L1085
20227001,L1086
20227001,L1086
20224058,L1087
20222028,L599
20222010,L182
20227023,L825
20222151,L252
20221249,L57
20224033,L1088
20223098,L312
20223188,L29
20222105,L1089
20221149,L307
20222024,L1090
20221197,L1091
20224060,L1092
20223186,L18
20222154,L452
20221073,L1093
20226019,L1094
20222236,L215
20221153,L1095
20222089,L353
20222067,L571
20223102,L66
20223032,L64
20223037,L501
20223177,L387
20221071,L82
20223143,L54
20227016,L963
20221151,L82
20223234,L136
20222221,L411
20222133,L629
20221006,L1096
20223038,L368
20223095,L1097
20223254,L145
20226004,L1098
20223085,L1099
20222008,L711
20224040,L1100
20222143,L1101
20222123,L1102
20222132,L555
20223120,L146
20223103,L531
20221129,L1021
20222064,L1103
20222054,L1104
20221120,L1105
20222011,L1106
20221213,L58
20226003,L913
20223157,L185
20222033,L495
20221070,L212
20223082,L558
20223105,L218
20222091,L353
20221122,L950
20221219,L1107
20227022,L354
20222141,L1044
20222187,L1108
20226030,L1109
20223247,L396
20223259,L131
20223204,L119
20221053,L550
20222124,L375
20227021,L874
20223178,L1110
20223026,L59
20222112,L227
20224067,L378
20223080,L1111
20227013,L354
20221209,L1112
20221123,L1113
20221043,L848
20222156,L629
20221258,L987
20223013,L1114
20228008,L1115
20222209,L300
20222059,L1116
20224068,L673
20224024,L378
20221257,L497
20221058,L117
20223049,L637
20227029,L1117
20222149,L600
20222094,L509
20222035,L970
20222226,L86
20223172,L396
20222128,L896
20222218,L828
20222060,L1108
20223011,L98
20223014,L545
20221177,L1118
20221004,L142
20223033,L832
20221059,L830
20223216,L146
20224020,L1100
20222001,L280
20222018,L906
20223193,L684
20222077,L434
20223156,L49
20221039,L272
20221003,L1119
20223262,L140
20226037,L649
20226037,L649
20227014,L1120
20224035,L1121
20222229,L970
20223063,L218
20223063,L218
20221030,L1122
20221030,L1122
20222092,L551
20223212,L190
20221085,L38
20221085,L38
20221085,L38
20223179,L703
20223242,L328
20223136,L113
20227039,L1123
20222115,L1124
20221091,L114
20226043,L510
20223087,L157
20223048,L796
20223155,L479
20223155,L479
20228013,L103
20223057,L198
20226002,L634
20223119,L269
20222158,L813
20222043,L503
20221171,L58
20226021,L1125
20221155,L822
20222055,L1126
20223096,L158
20223270,L29
20221028,L1127
20227011,L1120
20223261,L1128
20228014,L103
20223183,L158
20224009,L876
20222075,L243
20223185,L1129
20223054,L26
20223269,L1130
20221178,L924
20222202,L507
20228015,L193
20223168,L696
20221065,L456
20223110,L102
20223088,L314
20223043,L1130
20223197,L652
20223197,L652
20223236,L131
20221227,L1131
20221100,L385
20223134,L34
20224028,L992
20224028,L992
20221221,L685
20221090,L1029
20222009,L1132
20223006,L567
20223235,L148
20221050,L1133
20223273,L312
20223190,L155
20223243,L218
20222078,L200
20221263,L361
20223237,L485
20226020,L1134
20221211,L1135
20222074,L780
20226012,L462
20221222,L259
20228005,L103
20222096,L849
20223224,L346
20221144,L282
20221146,L271
20223083,L54
20226010,L1136
20226010,L1136
20223104,L136
20222025,L65
20224047,L618
20227032,L734
20223149,L66
20223192,L615
20223106,L66
20224011,L664
20221114,L815
20221236,L1137
20221029,L1138
20224023,L1139
20224046,L1121
20222189,L901
20221125,L90
20222099,L325
20221095,L1063
20227015,L326
20223040,L158
20221147,L1140
20227008,L905
20228012,L193
20221201,L899
20221062,L101
20223020,L218
20222076,L432
20224064,L1141
20222238,L1142
20224059,L1143
20221164,L765
20222170,L1144
20222170,L1144
20221108,L1145
20222144,L95
20222038,L1146
20226029,L1147
20221046,L92
20223266,L26
20223266,L26
20221196,L67
20226031,L1148
20222072,L1149
20221226,L758
20223035,L294
20221124,L386
20221027,L1059
20221261,L514
20221113,L1150
20223196,L1151
20221185,L260
20221044,L480
20226001,L1136
20224001,L1152
20221231,L1153
20222084,L1154
20221128,L1155
20227024,L1156
20222066,L265
20221018,L180
20227026,L1157
20228010,L103
20223167,L418
20222042,L1158
20222034,L1159
20226036,L443
20223145,L269
20223036,L433
20223036,L433
20224049,L1160
20222147,L316
20223151,L1161
20223109,L49
20221001,L1162
20221001,L1162
20224016,L380
20221200,L1163
20221200,L1163
20222227,L1164
20221208,L1165
20223056,L276
20223056,L276
20226039,L1166
20226008,L1167
20226017,L634
20221111,L815
20224018,L303
20227036,L1168
20222200,L1169
20224045,L1170
20222230,L375
20222173,L1171
20224004,L76
20221253,L1172
20222093,L237
20221238,L56
20221093,L114
20222058,L1173
20221157,L20
20223260,L1042
20223260,L1042
20223260,L1042
20223260,L1042
20224006,L1174
20222175,L241
20226018,L1175
20221072,L228
20221076,L872
20221251,L122
20224021,L654
20221148,L379
20222080,L1044
20222114,L1116
20223127,L637
20226009,L1176
20226009,L1176
20222145,L1103
20222049,L1177
20221193,L1178
20223072,L112
20223169,L185
20221049,L669
20223225,L949
20224003,L1179
20221064,L1180
20223159,L710
20222185,L1181
20223060,L1182
20227007,L1157
20222081,L1183
20222138,L1043
20223240,L218
20221084,L84
20221121,L1
20227033,L1080
20224042,L410
20227020,L1184
20221145,L1185
20221066,L682
20221139,L572
20223094,L26
20221242,L666
20222027,L948
20221223,L987
20223160,L170
20224014,L654
20223017,L1022
20223132,L1186
20221101,L1059
20221101,L1059
20222026,L711
20223245,L213
20223200,L558
20221019,L92
20221019,L92
20224034,L992
20222122,L1181
20223215,L75
20223122,L140
20221182,L663
20222061,L358
20221247,L1187
20221033,L1188
20223189,L535
20226035,L443
20221169,L626
20221207,L238
20223250,L115
20226014,L1189
20223232,L615
20221088,L233
20221165,L922
20222234,L753
20221204,L339
20222134,L1190
20226013,L1176
20223175,L27
20223263,L146
20222020,L1183
20223001,L346
20221119,L114
20221138,L56
20223205,L112
20221063,L395
20227004,L1080
20223112,L1161
20222161,L306
20222235,L1191
20222150,L1192
20223066,L637
20223069,L172
20223137,L26
20223194,L1193
20223268,L14
20223124,L190
20221036,L1194
20223084,L1195
20221172,L1196
20222048,L1197
20221134,L712
20223251,L276
20222113,L1198
20222017,L306
20221069,L1199
20223213,L125
20222070,L420
20223229,L531
20223187,L181
20222130,L420
20221023,L25
20221038,L582
20227030,L354
20227030,L354
20227030,L354
20227030,L354
20221083,L1200
20221083,L1200
20224031,L1179
20222213,L563
20221206,L1201
20227010,L1202
20224027,L1203
20223130,L1204
20222083,L528
20223126,L328
20223144,L565
20221032,L530
20221156,L180
20224029,L203
20224063,L1205
20223027,L892
20224022,L1206
20221130,L1207
20222082,L124
20222097,L78
20223244,L146
20221260,L126
20221167,L33
20222228,L187
20221005,L1208
20223255,L292
20223079,L164
20222188,L243
20228011,L103
20226025,L1209
20223207,L269
20222086,L596
20221045,L674
20223007,L75
20226032,L1210
20221117,L273
20222107,L374
20221104,L84
20221218,L277
20224052,L910
20223182,L177
20222155,L195
20226028,L1094
20222045,L780
20223161,L978
20223161,L978
20224039,L1170
20221142,L848
20223231,L428
20222146,L1177
20222039,L338
20221160,L442
20221137,L1211
20223227,L218
20221022,L1212
20227035,L1184
20223009,L703
20223165,L575
20223019,L148
20222201,L392
20222050,L494
20223081,L1213
20223081,L1213
20223210,L230
20223116,L157
20221041,L983
20222088,L528
20224010,L454
20221216,L37
20223267,L407
20223030,L159
20221007,L1214
20223176,L60
20223176,L60
20221246,L862
20223022,L355
20223230,L560
20221021,L220
20222087,L1215
20223184,L34
20224030,L168
20222179,L1216
20222118,L901
20224005,L1217
20221048,L768
20223140,L100
20223092,L1084
20221014,L612
20221057,L379
20222116,L1218
20223047,L146
20222056,L555
20222203,L412
20223257,L312
20223128,L1219
20222160,L1220
20222053,L845
20221183,L336
20222110,L717
20221224,L475
20221259,L61
20221228,L631
20221198,L475
20223195,L829
20221034,L320
20221115,L114
20223211,L396
20223211,L396
20221075,L1021
20223089,L328
20222162,L583
20222065,L1221
20221159,L685
20222046,L1054
20221068,L259
20222174,L1222
20223041,L172
20226022,L107
20221020,L1223
20223133,L795
20222062,L182
20221254,L142
20221254,L142
20222007,L215
20223233,L88
20221241,L122
20227006,L1224
20222212,L512
20221229,L74
20226033,L1036
20222041,L784
20221186,L415
20227034,L905
20224048,L1225
20221214,L812
20223142,L777
20222100,L316
20223021,L66
20221158,L11
20222117,L716
20221154,L404
20227019,L1080
20221024,L1226
20221024,L1226
20222186,L1227
20224017,L718
20222219,L394
20228001,L103
20222125,L1228
20226024,L1035
20213216,L7
20212172,L532
20215133,L1229
20213127,L1230
20212142,L374
20212161,L1231
20211232,L839
20212205,L295
20211018,L890
20212026,L528
20217020,L1202
20216011,L315
20212157,L65
20213119,L1038
20212051,L306
20211130,L812
20217003,L874
20213226,L1232
20217003,L874
20217025,L1233
20213164,L832
20211254,L277
20212108,L536
20212108,L536
20213187,L161
20212145,L896
20214071,L894
20211225,L212
20211166,L1234
20211178,L1208
20214004,L662
20211200,L1235
20215156,L1236
20211155,L17
20211170,L677
20215047,L1237
20212198,L241
20212013,L1177
20214049,L384
20213006,L75
20211017,L1187
20214075,L1238
20213162,L995
20217007,L1184
20211124,L334
20215063,L1239
20211075,L68
20211174,L1240
20211229,L768
20213008,L752
20213150,L54
20211133,L546
20211042,L872
20212133,L1026
20212194,L529
20212196,L226
20213195,L96
20212129,L423
20215152,L1241
20215013,L1242
20215078,L1243
20216018,L1244
20211250,L56
20216010,L219
20211039,L1245
20211131,L871
20214022,L23
20211246,L92
20214015,L24
20211031,L82
20212030,L551
20212067,L1246
20212067,L1246
20211081,L768
20211181,L180
20215057,L1247
20214074,L1248
20215150,L1249
20213228,L1250
20211027,L1251
20211087,L207
20211086,L256
20211242,L902
20215054,L1252
20215144,L1253
20211147,L809
20211194,L827
20213247,L995
20211146,L120
20212029,L845
20213206,L1254
20216016,L1255
20211164,L785
20211009,L1256
20212162,L503
20213242,L125
20212075,L81
20213086,L1254
20211235,L332
20211025,L872
20213175,L485
20212078,L345
20211058,L1257
20212153,L1149
20211167,L260
20212167,L1258
20211215,L1259
20213154,L995
20211205,L1071
20215151,L1260
20215066,L1261
20212113,L295
20214077,L1174
20211013,L11
20211103,L562
20211085,L1262
20213026,L181
20217018,L825
20213052,L66
20213031,L39
20213153,L558
20214027,L76
20215076,L1263
20215076,L1263
20216032,L1264
20214020,L724
20211097,L385
20212061,L316
20213071,L1265
20212176,L243
20212136,L753
20212136,L753
20214084,L1266
20215105,L1267
20214056,L876
20211024,L712
20212201,L123
20212201,L123
20213166,L377
20215106,L1268
20212057,L243
20211201,L442
20212160,L86
20211140,L1269
20211041,L67
20212034,L1270
20212010,L711
20214036,L1271
20213163,L1075
20211101,L1
20211251,L1272
20213143,L748
20213143,L748
20213143,L748
20212209,L879
20212135,L104
20211168,L212
20214050,L1273
20212011,L1274
20212185,L195
20213088,L531
20211245,L61
20214039,L110
20214039,L110
20213137,L146
20213137,L146
20212137,L1275
20215141,L1276
20213214,L531
20211127,L19
20213134,L709
20211183,L1277
20213027,L892
20212155,L600
20213067,L172
20211213,L1278
20212016,L293
20215018,L1279
20215149,L1280
20213190,L468
20212024,L1281
20215024,L1282
20216027,L1283
20215095,L1284
20215095,L1284
20213149,L190
20212143,L411
20214058,L1285
20211185,L1286
20211159,L504
20213140,L531
20212156,L536
20212156,L536
20215001,L1287
20215114,L1288
20212097,L244
20212028,L1289
20215067,L1290
20212087,L1291
20213227,L368
20213227,L368
20213174,L1292
20213136,L637
20211202,L173
20213197,L313
20211189,L1293
20213106,L1294
20211100,L720
20211093,L1295
20213032,L125
20213032,L125
20214003,L1296
20211021,L162
20211161,L336
20211256,L38
20215065,L1297
20213070,L1298
20213132,L1299
20212056,L1300
20217014,L1301
20213046,L428
20214037,L732
20211135,L1
20211234,L25
20213170,L167
20214061,L349
20213235,L1006
20213212,L709
20214023,L303
20211151,L1302
20212060,L237
20211089,L1303
20215041,L1304
20213123,L112
20211145,L307
20216009,L1305
20211078,L12
20211207,L12
20211059,L1306
20211059,L1306
20212154,L182
20215020,L1307
20212019,L1308
20213144,L102
20213199,L100
20212186,L1309
20213082,L368
20211006,L1310
20213003,L328
20213003,L328
20213141,L489
20214030,L688
20214054,L1152
20215125,L1311
20213230,L39
20212179,L420
20215157,L1312
20211077,L862
20212049,L933
20213135,L637
20213135,L637
20213135,L637
20214062,L1313
20213112,L73
20211199,L1314
20212092,L144
20211152,L878
20212036,L738
20213093,L47
20213151,L556
20213057,L981
20215059,L1315
20211212,L162
20211106,L1316
20211184,L747
20215154,L1317
20213183,L1318
20217012,L1120
20211063,L1319
20217009,L825
20213177,L131
20213101,L146
20212095,L1108
20213185,L1320
20214091,L1321
20214081,L1322
20212128,L1177
20215102,L1323
20212098,L374
20212098,L374
20214059,L1324
20211177,L43
20214001,L1296
20212119,L1325
20215127,L1326
20213002,L1327
20216013,L958
20213087,L218
20213030,L1328
20212021,L440
20211116,L25
20211076,L1329
20211136,L772
20212008,L1183
20215077,L1330
20213129,L1001
20212066,L440
20214047,L1331
20211191,L1058
20215044,L1260
20212106,L1332
20212134,L1333
20212053,L241
20217008,L1334
20212111,L291
20211011,L343
20213068,L62
20213157,L451
20212012,L1335
20211203,L792
20215140,L1336
20213090,L292
20212072,L430
20215088,L1337
20215155,L1338
20215147,L1229
20213155,L5
20215055,L1268
20211020,L669
20213130,L97
20215121,L1339
20216022,L1148
20215014,L1336
20212090,L458
20211030,L38
20215040,L1340
20213188,L1341
20212159,L1342
20212159,L1342
20212159,L1342
20212159,L1342
20214013,L174
20215142,L1343
20215142,L1343
20211154,L63
20215132,L1344
20212077,L536
20212077,L536
20216014,L1345
20211094,L344
20212146,L1346
20211015,L497
20211015,L497
20211015,L497
20211108,L1091
20213165,L464
20214086,L1347
20214079,L444
20214010,L725
20215128,L1348
20213062,L464
20215089,L1349
20211055,L1303
20213128,L131
20213128,L131
20213128,L131
20213128,L131
20211048,L25
20211048,L25
20213210,L18
20212055,L65
20212055,L65
20212055,L65
20212151,L1350
20213084,L501
20215028,L1348
20216031,L9
20216031,L9
20217010,L874
20211237,L247
20211197,L409
20215002,L1351
20211160,L1138
20215022,L1307
20213113,L978
20213133,L218
20213232,L396
20215030,L1352
20212175,L1353
20213096,L1354
20213096,L1354
20211029,L141
20211029,L141
20213085,L479
20213040,L190
20213126,L190
20213222,L158
20211244,L741
20215038,L1355
20213217,L368
20213066,L328
20211172,L332
20211125,L339
20217006,L1356
20216020,L634
20215049,L1357
20213058,L887
20212058,L1053
20212058,L1053
20216025,L1358
20215145,L1359
20213218,L485
20214017,L864
20212023,L1360
20212014,L509
20213028,L230
20213023,L1361
20212171,L392
20211118,L16
20213248,L1362
20214070,L1363
20214070,L1363
20212076,L1364
20212076,L1364
20213024,L166
20217023,L734
20213142,L1365
20213139,L637
20212071,L1102
20211220,L878
20211236,L771
20216033,L1366
20214028,L1367
20212118,L753
20211057,L320
20213196,L637
20212074,L1159
20211126,L1091
20211045,L77
20215110,L1280
20212210,L1108
20215015,L1368
20216029,L1369
20211113,L262
20213192,L995
20213118,L26
20213019,L450
20212124,L760
20213012,L396
20212187,L1370
20212044,L849
20212109,L828
20215007,L1336
20213016,L413
20213016,L413
20213016,L413
20211249,L173
20212005,L1308
20211088,L867
20215123,L1247
20213010,L368
20213010,L368
20214066,L1271
20213120,L145
20212088,L374
20215091,L1371
20215153,L1288
20214078,L1372
20216024,L1373
20216024,L1373
20213073,L633
20211148,L332
20213103,L218
20212180,L252
20216028,L1098
20215139,L1374
20213231,L479
20213237,L1341
20211260,L212
20217015,L1120
20211049,L1162
20215082,L1375
20214012,L1376
20215131,L1377
20212050,L629
20213238,L164
20212079,L805
20214016,L798
20211026,L460
20215005,L1378
20212096,L1124
20213078,L388
20213004,L29
20213097,L146
20212189,L353
20212189,L353
20211050,L1379
20212052,L555
20217024,L318
20213039,L148
20213107,L796
20216006,L107
20216006,L107
20215046,L1380
20211068,L90
20212147,L440
20217016,L354
20213080,L362
20213080,L362
20213080,L362
20215143,L1368
20212149,L1048
20213035,L418
20213035,L418
20211239,L1381
20211064,L344
20217031,L874
20214025,L1382
20212158,L780
20216019,L1166
20211241,L504
20211221,L1383
20212002,L394
20213029,L66
20211120,L448
20212039,L509
20212063,L780
20213005,L29
20211040,L1384
20212148,L947
20215061,L1385
20213169,L949
20213017,L146
20213169,L949
20214014,L932
20215052,L1386
20214021,L688
20211012,L749
20213182,L250
20211175,L214
20214024,L1387
20214024,L1387
20211196,L1388
20217019,L1168
20213160,L1389
20211062,L830
20212038,L711
20213079,L396
20214072,L704
20211038,L262
20217028,L1073
20211227,L839
20218003,L1390
20212204,L1391
20211047,L1211
20213219,L177
20213180,L653
20212177,L156
20213054,L396
20212182,L458
20212022,L1392
20211003,L307
20211072,L256
20213200,L192
20213038,L1393
20211074,L1
20211028,L546
20214052,L853
20213077,L1394
20211115,L875
20211014,L1003
20212165,L973
20211252,L70
20211104,L1046
20212211,L1231
20214063,L1174
20211069,L871
20215099,L1395
20217029,L874
20214032,L1396
20212141,L1397
20211096,L43
20211095,L1398
20212089,L351
20213061,L88
20211142,L537
20213048,L47
20213033,L146
20213156,L918
20212188,L566
20214069,L240
20211158,L1004
20213041,L637
20211144,L255
20216021,L493
20212018,L95
20211186,L1
20214053,L803
20217022,L1014
20211216,L1399
20215004,L1400
20213105,L66
20212103,L723
20212047,L1401
20215021,L1402
20212064,L784
20211228,L442
20211218,L544
20215073,L1352
20213173,L646
20213034,L346
20213171,L328
20215009,L1403
20214073,L1404
20213146,L328
20213146,L328
20215098,L1386
20213099,L69
20211162,L505
20212099,L411
20213100,L489
20212003,L1116
20212107,L426
20215096,L1405
20211150,L415
20215070,L1406
20215070,L1406
20211259,L84
20211036,L142
20211036,L142
20212166,L423
20212178,L1407
20212020,L490
20213124,L192
20215148,L1408
20211255,L956
20213125,L298
20217013,L838
20213072,L451
20214038,L239
20211134,L1256
20213225,L387
20215045,L1409
20211192,L460
20211053,L1410
20215083,L1411
20215011,L1412
20215056,L1413
20213158,L159
20213009,L1161
20211129,L1277
20213060,L759
20217011,L905
20213186,L159
20215053,L1414
20213194,L22
20212104,L81
20214005,L303
20213209,L190
20213211,L218
20211209,L1415
20216026,L1416
20213091,L66
20217032,L1417
20212190,L124
20211079,L477
20211079,L477
20211257,L419
20212070,L1418
20213203,L479
20215033,L1419
20211111,L162
20211231,L109
20212169,L1420
20211123,L822
20217001,L707
20214048,L1421
20211258,L1059
20211222,L827
20211022,L1422
20216012,L913
20215068,L1423
20215006,L1297
20211034,L1424
20217004,L825
20215100,L1425
20211190,L1113
20215036,L1426
20215037,L1427
20213193,L1428
20213245,L1429
20214057,L654
20215108,L1430
20214019,L781
20211132,L999
20212125,L309
20213083,L1389
20215124,L1431
20215069,L1267
20212086,L227
20213044,L575
20212025,L643
20215058,L1432
20211226,L1433
20213021,L377
20216003,L1434
20212073,L427
20212138,L78
20211206,L1234
20212131,L1435
20213223,L710
20211043,L1277
20215092,L1436
20214088,L1437
20211195,L477
20213114,L1394
20212117,L248
20215090,L1338
20212207,L1346
20212174,L441
20212004,L1435
20211001,L897
20213152,L1389
20212091,L1049
20216030,L1438
20211083,L50
20212037,L132
20212105,L780
20217017,L1439
20215094,L1440
20214080,L755
20216002,L1441
20211247,L271
20213050,L1442
20215050,L1409
20213059,L73
20213074,L533
20212054,L973
20215115,L1443
20214040,L1444
20212085,L711
20214093,L1076
20211198,L386
20211198,L386
20211198,L386
20212094,L441
20212195,L1445
20211007,L402
20215134,L1343
20213055,L710
20214041,L847
20211005,L255
20212203,L1274
20213089,L190
20211248,L1446
20215093,L1447
20212121,L1275
20215003,L1352
20215003,L1352
20211099,L379
20212163,L1448
20213213,L450
20211188,L262
20211180,L812
20216023,L1449
20213075,L204
20215136,L1450
20215136,L1450
20213076,L119
20213076,L119
20211016,L840
20211238,L1451
20213168,L190
20213042,L115
20212040,L503
20211082,L1452
20214083,L744
20213013,L62
20214042,L1453
20216005,L9
20212065,L1454
20211061,L12
20211067,L638
20211067,L638
20211067,L638
20215111,L1427
20214065,L1455
20216017,L919
20212101,L509
20216008,L236
20211137,L1059
20211060,L404
20211033,L90
20211084,L84
20215039,L1456
20211117,L25
20212045,L532
20213108,L661
20214090,L1457
20213234,L501
20218010,L1390
20211240,L1458
20211098,L681
20213220,L684
20217002,L1224
20213176,L413
20211219,L1459
20214018,L992
20212152,L935
20211071,L332
20214043,L1460
20213229,L245
20215043,L1461
20213236,L64
20212035,L295
20211163,L15
20211092,L1462
20218005,L617
20213051,L696
20213047,L1327
20211217,L139
20211149,L42
20211070,L262
20213081,L346
20213036,L66
20213233,L146
20212001,L698
20213244,L60
20213014,L1042
20211035,L210
20213179,L192
20214045,L1152
20214045,L1152
20212191,L933
20213104,L72
20213145,L276
20217021,L1463
20212009,L323
20212164,L309
20212042,L583
20212130,L1464
20213178,L1318
20214082,L303
20214082,L303
20213243,L185
20212032,L325
20214026,L1152
20212081,L300
20213205,L131
20213001,L314
20212033,L1465
20211080,L37
20215146,L1466
20211044,L630
20215042,L1467
20213056,L234
20212144,L1228
20212110,L191
20215087,L1468
20212059,L1002
20213109,L60
20213109,L60
20212212,L325
20213110,L73
20213110,L73
20213148,L98
20214085,L724
20211128,L674
20214006,L28
20212116,L156
20212120,L1469
20217030,L707
20212027,L364
20215034,L1357
20212062,L1090
20214009,L1028
20211052,L256
20212083,L495
20215086,L1470
20214087,L1152
20213147,L646
20212015,L215
20211056,L768
20215027,L1425
20213020,L245
20211037,L922
20214051,L1471
20212183,L416
20211171,L1472
20211091,L1473
20215074,L1474
20213189,L204
20215097,L1475
20211004,L25
20211182,L562
20211065,L180
20213224,L177
20213224,L177
20213053,L531
20214092,L1296
20212139,L374
20212115,L494
20211090,L114
20213063,L485
20213049,L218
20211187,L1476
20213043,L204
20211211,L130
20213215,L73
20213207,L1477
20211122,L238
20214011,L1478
20212046,L65
20215060,L1479
20213167,L696
20215119,L1480
20213094,L125
20213208,L1265
20214094,L184
20213045,L41
20211214,L221
20212199,L243
20211153,L247
20213138,L703
20213007,L777
20211002,L761
20212200,L1183
20215103,L1481
20211109,L84
20212150,L316
20212017,L306
20211210,L1482
20215138,L1483
20213159,L817
20214089,L888
20213122,L218
20212114,L215
20211169,L1484
20212082,L1485
20211119,L524
20213117,L263
20212122,L583
20211173,L665
20215117,L1486
20211233,L950
20211230,L475
20211051,L180
20216004,L776
20211054,L1487
20211253,L402
20212080,L137
20213115,L102
20213064,L150
20213022,L159
20212007,L1488
